start_time, random_ID, end_time, random_V, random_Z, pos_j1, pos_j2, pos_j3, pos_j4, pos_j5, pos_j6, vel_j1, vel_j2, vel_j3, vel_j4, vel_j5, vel_j6, torq_j1, torq_j2, torq_j3, torq_j4, torq_j5, torq_j6
268.08, 387, 268.08, 45.7079, 27.3892, 10.3074, 57.1522, -22.4294, 39.4126, 23.8901, 55.0709, 3.09486, -1.10128, -1.20975, 0.997613, 3.15838, 0.823563, 22.2423, -111.793, -27.0419, 4.1663, 9.10266, 3.67953
268.09, 387, 268.09, 45.7079, 27.3892, 10.3324, 57.1433, -22.4392, 39.4206, 23.9155, 55.0775, 3.09456, -1.09774, -1.21588, 0.997613, 3.15838, 0.823563, 22.2414, -111.779, -27.0558, 4.16635, 9.10267, 3.67953
268.1, 387, 268.1, 45.7079, 27.3892, 10.3698, 57.1301, -22.4539, 39.4327, 23.9537, 55.0875, 3.09412, -1.09241, -1.22508, 0.997613, 3.15838, 0.823563, 22.24, -111.756, -27.0801, 4.16646, 9.10269, 3.67953
268.11, 387, 268.11, 45.7079, 27.3892, 10.3948, 57.1213, -22.4639, 39.4407, 23.9792, 55.0941, 3.09382, -1.08886, -1.2312, 0.997613, 3.15838, 0.823563, 22.2391, -111.743, -27.0925, 4.16649, 9.1027, 3.67953
268.12, 387, 268.12, 45.7079, 27.3892, 10.4322, 57.1082, -22.4788, 39.4528, 24.0174, 55.1041, 3.09338, -1.08354, -1.24039, 0.997613, 3.15838, 0.823563, 22.2377, -111.72, -27.1176, 4.16661, 9.10272, 3.67953
268.13, 387, 268.13, 45.7079, 27.3892, 10.4571, 57.0995, -22.4888, 39.4609, 24.0429, 55.1107, 3.09308, -1.07999, -1.24652, 0.997613, 3.15838, 0.823563, 22.2368, -111.706, -27.1311, 4.16665, 9.10273, 3.67953
268.14, 387, 268.14, 45.7079, 27.3892, 10.4945, 57.0864, -22.504, 39.4729, 24.0811, 55.1207, 3.09263, -1.07467, -1.2557, 0.997613, 3.15838, 0.823563, 22.2353, -111.683, -27.1543, 4.16675, 9.10275, 3.67953
268.15, 387, 268.15, 45.7079, 27.3892, 10.5195, 57.0778, -22.5141, 39.481, 24.1066, 55.1273, 3.09233, -1.07112, -1.26182, 0.997613, 3.15838, 0.823563, 22.2344, -111.669, -27.1693, 4.16681, 9.10276, 3.67953
268.16, 387, 268.16, 45.7079, 27.3892, 10.5569, 57.0649, -22.5295, 39.493, 24.1448, 55.1373, 3.09188, -1.06579, -1.271, 0.997613, 3.15838, 0.823563, 22.233, -111.648, -27.1896, 4.16687, 9.10277, 3.67953
268.17, 387, 268.17, 45.7079, 27.3892, 10.5818, 57.0563, -22.5397, 39.5011, 24.1702, 55.1439, 3.09158, -1.06224, -1.27712, 0.997613, 3.15838, 0.823563, 22.2321, -111.632, -27.2068, 4.16696, 9.10279, 3.67953
268.18, 387, 268.18, 45.7079, 27.3892, 10.6192, 57.0435, -22.5552, 39.5131, 24.2084, 55.1539, 3.09112, -1.05692, -1.28629, 0.997613, 3.15838, 0.823563, 22.2306, -111.611, -27.2263, 4.16701, 9.10279, 3.67953
268.19, 387, 268.19, 45.7079, 27.3892, 10.6441, 57.035, -22.5657, 39.5212, 24.2339, 55.1605, 3.09082, -1.05337, -1.29241, 0.997613, 3.15838, 0.823563, 22.2297, -111.596, -27.2435, 4.1671, 9.10281, 3.67953
268.2, 387, 268.2, 45.7079, 27.3892, 10.6815, 57.0223, -22.5813, 39.5333, 24.2721, 55.1705, 3.09036, -1.04804, -1.30158, 0.997613, 3.15838, 0.823563, 22.2282, -111.574, -27.2649, 4.16718, 9.10282, 3.67953
268.21, 387, 268.21, 45.7079, 27.3892, 10.7064, 57.0138, -22.5919, 39.5413, 24.2976, 55.1771, 3.09005, -1.04449, -1.3077, 0.997613, 3.15838, 0.823563, 22.2273, -111.56, -27.2788, 4.16722, 9.10283, 3.67953
268.22, 387, 268.22, 45.7079, 27.3892, 10.7438, 57.0012, -22.6078, 39.5534, 24.3358, 55.1871, 3.08959, -1.03916, -1.31686, 0.997613, 3.15838, 0.823563, 22.2258, -111.538, -27.303, 4.16733, 9.10285, 3.67953
268.23, 387, 268.23, 45.7079, 27.3892, 10.7687, 56.9929, -22.6184, 39.5614, 24.3612, 55.1937, 3.08928, -1.03561, -1.32298, 0.997613, 3.15838, 0.823563, 22.2249, -111.524, -27.3154, 4.16736, 9.10286, 3.67953
268.24, 387, 268.24, 45.7079, 27.3892, 10.8061, 56.9804, -22.6345, 39.5735, 24.3995, 55.2037, 3.08882, -1.03028, -1.33214, 0.997613, 3.15838, 0.823563, 22.2234, -111.501, -27.3405, 4.16748, 9.10288, 3.67953
268.25, 387, 268.25, 45.7079, 27.3892, 10.831, 56.9721, -22.6452, 39.5815, 24.4249, 55.2104, 3.08851, -1.02673, -1.33825, 0.997613, 3.15838, 0.823563, 22.2225, -111.487, -27.354, 4.16753, 9.10289, 3.67953
268.26, 387, 268.26, 45.7079, 27.3892, 10.8683, 56.9597, -22.6615, 39.5936, 24.4631, 55.2203, 3.08804, -1.02139, -1.34742, 0.997613, 3.15838, 0.823563, 22.221, -111.465, -27.3772, 4.16762, 9.10291, 3.67953
268.27, 387, 268.27, 45.7079, 27.3892, 10.8932, 56.9515, -22.6724, 39.6016, 24.4886, 55.227, 3.08773, -1.01784, -1.35352, 0.997613, 3.15838, 0.823563, 22.22, -111.45, -27.3921, 4.16768, 9.10292, 3.67953
268.28, 387, 268.28, 45.7079, 27.3892, 10.9306, 56.9392, -22.6888, 39.6137, 24.5268, 55.2369, 3.08726, -1.01251, -1.36269, 0.997613, 3.15838, 0.823563, 22.2185, -111.429, -27.4125, 4.16775, 9.10293, 3.67953
268.29, 387, 268.29, 45.7079, 27.3892, 10.9555, 56.9311, -22.6998, 39.6217, 24.5523, 55.2436, 3.08694, -1.00895, -1.36879, 0.997613, 3.15838, 0.823563, 22.2176, -111.413, -27.4297, 4.16783, 9.10295, 3.67953
268.3, 387, 268.3, 45.7079, 27.3892, 10.9928, 56.9189, -22.7165, 39.6338, 24.5905, 55.2535, 3.08647, -1.00361, -1.37795, 0.997613, 3.15838, 0.823563, 22.2161, -111.392, -27.4491, 4.16789, 9.10296, 3.67953
268.31, 387, 268.31, 45.7079, 27.3892, 11.0177, 56.9108, -22.7276, 39.6419, 24.6159, 55.2602, 3.08615, -1.00006, -1.38406, 0.997613, 3.15838, 0.823563, 22.2151, -111.377, -27.4663, 4.16797, 9.10297, 3.67953
268.32, 387, 268.32, 45.7079, 27.3892, 11.055, 56.8988, -22.7444, 39.6539, 24.6541, 55.2701, 3.08568, -0.994718, -1.39322, 0.997613, 3.15838, 0.823563, 22.2136, -111.355, -27.4877, 4.16805, 9.10299, 3.67953
268.33, 387, 268.33, 45.7079, 27.3892, 11.0799, 56.8907, -22.7557, 39.662, 24.6796, 55.2768, 3.08536, -0.991159, -1.39933, 0.997613, 3.15838, 0.823563, 22.2126, -111.341, -27.5016, 4.1681, 9.103, 3.67953
268.34, 387, 268.34, 45.7079, 27.3892, 11.1172, 56.8788, -22.7726, 39.674, 24.7178, 55.2867, 3.08488, -0.985818, -1.40848, 0.997613, 3.15838, 0.823563, 22.2111, -111.318, -27.5258, 4.16821, 9.10302, 3.67953
268.35, 387, 268.35, 45.7079, 27.3892, 11.1421, 56.8709, -22.784, 39.6821, 24.7433, 55.2934, 3.08456, -0.982257, -1.41459, 0.997613, 3.15838, 0.823563, 22.2101, -111.305, -27.5383, 4.16824, 9.10302, 3.67953
268.36, 387, 268.36, 45.7079, 27.3892, 11.1794, 56.859, -22.8012, 39.6942, 24.7815, 55.3033, 3.08407, -0.976913, -1.42375, 0.997613, 3.15838, 0.823563, 22.2086, -111.282, -27.5634, 4.16836, 9.10305, 3.67953
268.37, 387, 268.37, 45.7079, 27.3892, 11.2043, 56.8512, -22.8127, 39.7022, 24.807, 55.31, 3.08375, -0.973349, -1.42985, 0.997613, 3.15838, 0.823563, 22.2076, -111.268, -27.5768, 4.1684, 9.10305, 3.67953
268.38, 387, 268.38, 45.7079, 27.3892, 11.2416, 56.8394, -22.8301, 39.7143, 24.8452, 55.3199, 3.08326, -0.968002, -1.43901, 0.997613, 3.15838, 0.823563, 22.206, -111.245, -27.6, 4.1685, 9.10307, 3.67953
268.39, 387, 268.39, 45.7079, 27.3892, 11.2664, 56.8316, -22.8417, 39.7223, 24.8706, 55.3266, 3.08294, -0.964436, -1.44512, 0.997613, 3.15838, 0.823563, 22.205, -111.231, -27.615, 4.16856, 9.10308, 3.67953
268.4, 387, 268.4, 45.7079, 27.3892, 11.3037, 56.82, -22.8592, 39.7344, 24.9088, 55.3365, 3.08245, -0.959086, -1.45428, 0.997613, 3.15838, 0.823563, 22.2035, -111.209, -27.6354, 4.16862, 9.10309, 3.67953
268.41, 387, 268.41, 45.7079, 27.3892, 11.3286, 56.8123, -22.871, 39.7424, 24.9343, 55.3432, 3.08212, -0.955517, -1.46038, 0.997613, 3.15838, 0.823563, 22.2025, -111.194, -27.6525, 4.16871, 9.10311, 3.67953
268.42, 387, 268.42, 45.7079, 27.3892, 11.3659, 56.8008, -22.8887, 39.7545, 24.9725, 55.3531, 3.08163, -0.950163, -1.46954, 0.997613, 3.15838, 0.823563, 22.2009, -111.173, -27.672, 4.16876, 9.10312, 3.67953
268.43, 387, 268.43, 45.7079, 27.3892, 11.3907, 56.7931, -22.9006, 39.7625, 24.998, 55.3598, 3.0813, -0.946592, -1.47565, 0.997613, 3.15838, 0.823563, 22.1999, -111.157, -27.6892, 4.16885, 9.10314, 3.67953
268.44, 387, 268.44, 45.7079, 27.3892, 11.428, 56.7817, -22.9185, 39.7746, 25.0362, 55.3697, 3.0808, -0.941234, -1.48481, 0.997613, 3.15838, 0.823563, 22.1983, -111.136, -27.7106, 4.16892, 9.10315, 3.67953
268.45, 387, 268.45, 45.7079, 27.3892, 11.4528, 56.7741, -22.9305, 39.7826, 25.0616, 55.3764, 3.08047, -0.937661, -1.49092, 0.997613, 3.15838, 0.823563, 22.1973, -111.121, -27.7246, 4.16897, 9.10316, 3.67953
268.46, 387, 268.46, 45.7079, 27.3892, 11.4901, 56.7628, -22.9486, 39.7947, 25.0999, 55.3863, 3.07997, -0.932298, -1.50008, 0.997613, 3.15838, 0.823563, 22.1957, -111.099, -27.7488, 4.16908, 9.10318, 3.67953
268.47, 387, 268.47, 45.7079, 27.3892, 11.5149, 56.7553, -22.9607, 39.8028, 25.1253, 55.393, 3.07963, -0.928721, -1.50619, 0.997613, 3.15838, 0.823563, 22.1947, -111.085, -27.7612, 4.16911, 9.10319, 3.67953
268.48, 387, 268.48, 45.7079, 27.3892, 11.5522, 56.7441, -22.979, 39.8148, 25.1635, 55.4029, 3.07913, -0.923355, -1.51535, 0.997613, 3.15838, 0.823563, 22.1931, -111.062, -27.7864, 4.16924, 9.10321, 3.67953
268.49, 387, 268.49, 45.7079, 27.3892, 11.577, 56.7367, -22.9913, 39.8229, 25.189, 55.4096, 3.07879, -0.919775, -1.52147, 0.997613, 3.15838, 0.823563, 22.192, -111.048, -27.7999, 4.16928, 9.10322, 3.67953
268.5, 387, 268.5, 45.7079, 27.3892, 11.6142, 56.7256, -23.0097, 39.8349, 25.2272, 55.4195, 3.07828, -0.914403, -1.53063, 0.997613, 3.15838, 0.823563, 22.1904, -111.025, -27.8231, 4.16937, 9.10324, 3.67953
268.51, 387, 268.51, 45.7079, 27.3892, 11.6391, 56.7182, -23.0221, 39.843, 25.2527, 55.4262, 3.07794, -0.91082, -1.53675, 0.997613, 3.15838, 0.823563, 22.1894, -111.01, -27.8381, 4.16944, 9.10325, 3.67953
268.52, 387, 268.52, 45.7079, 27.3892, 11.6763, 56.7073, -23.0408, 39.855, 25.2909, 55.4361, 3.07743, -0.905444, -1.54592, 0.997613, 3.15838, 0.823563, 22.1878, -110.989, -27.8585, 4.1695, 9.10326, 3.67953
268.53, 387, 268.53, 45.7079, 27.3892, 11.7011, 56.7, -23.0533, 39.8631, 25.3163, 55.4428, 3.07709, -0.901857, -1.55203, 0.997613, 3.15838, 0.823563, 22.1867, -110.973, -27.8757, 4.16959, 9.10327, 3.67953
268.54, 387, 268.54, 45.7079, 27.3892, 11.7383, 56.6891, -23.0721, 39.8752, 25.3545, 55.4528, 3.07658, -0.896476, -1.5612, 0.997613, 3.15838, 0.823563, 22.1851, -110.952, -27.8952, 4.16964, 9.10328, 3.67953
268.55, 387, 268.55, 45.7079, 27.3892, 11.7631, 56.6819, -23.0847, 39.8832, 25.38, 55.4594, 3.07623, -0.892886, -1.56732, 0.997613, 3.15838, 0.823563, 22.184, -110.937, -27.9125, 4.16973, 9.1033, 3.67953
268.56, 387, 268.56, 45.7079, 27.3892, 11.8003, 56.6711, -23.1037, 39.8953, 25.4182, 55.4694, 3.07571, -0.887498, -1.5765, 0.997613, 3.15838, 0.823563, 22.1824, -110.915, -27.9339, 4.1698, 9.10332, 3.67953
268.57, 387, 268.57, 45.7079, 27.3892, 11.8251, 56.664, -23.1165, 39.9033, 25.4437, 55.476, 3.07537, -0.883905, -1.58262, 0.997613, 3.15838, 0.823563, 22.1813, -110.9, -27.9479, 4.16985, 9.10332, 3.67953
268.58, 387, 268.58, 45.7079, 27.3892, 11.8623, 56.6533, -23.1357, 39.9154, 25.4819, 55.486, 3.07485, -0.878511, -1.5918, 0.997613, 3.15838, 0.823563, 22.1797, -110.878, -27.9722, 4.16996, 9.10334, 3.67953
268.59, 387, 268.59, 45.7079, 27.3892, 11.8871, 56.6463, -23.1485, 39.9234, 25.5074, 55.4926, 3.0745, -0.874914, -1.59792, 0.997613, 3.15838, 0.823563, 22.1786, -110.864, -27.9846, 4.16999, 9.10335, 3.67953
268.6, 387, 268.6, 45.7079, 27.3892, 11.9243, 56.6357, -23.1679, 39.9355, 25.5456, 55.5026, 3.07397, -0.869515, -1.60711, 0.997613, 3.15838, 0.823563, 22.1769, -110.84, -28.0099, 4.17011, 9.10337, 3.67953
268.61, 387, 268.61, 45.7079, 27.3892, 11.9491, 56.6287, -23.1809, 39.9435, 25.571, 55.5092, 3.07362, -0.865913, -1.61323, 0.997613, 3.15838, 0.823563, 22.1758, -110.826, -28.0234, 4.17015, 9.10338, 3.67953
268.62, 387, 268.62, 45.7079, 27.3892, 11.9863, 56.6183, -23.2005, 39.9556, 25.6092, 55.5192, 3.07309, -0.860508, -1.62243, 0.997613, 3.15838, 0.823563, 22.1742, -110.804, -28.0467, 4.17025, 9.1034, 3.67953
268.63, 387, 268.63, 45.7079, 27.3892, 12.011, 56.6114, -23.2136, 39.9637, 25.6347, 55.5258, 3.07274, -0.856902, -1.62856, 0.997613, 3.15838, 0.823563, 22.173, -110.789, -28.0617, 4.17031, 9.10341, 3.67953
268.64, 387, 268.64, 45.7079, 27.3892, 12.0482, 56.601, -23.2334, 39.9757, 25.6729, 55.5358, 3.0722, -0.85149, -1.63775, 0.997613, 3.15838, 0.823563, 22.1714, -110.767, -28.0822, 4.17038, 9.10342, 3.67953
268.65, 387, 268.65, 45.7079, 27.3892, 12.073, 56.5942, -23.2466, 39.9838, 25.6984, 55.5424, 3.07185, -0.847879, -1.64389, 0.997613, 3.15838, 0.823563, 22.1703, -110.752, -28.0995, 4.17047, 9.10344, 3.67953
268.66, 387, 268.66, 45.7079, 27.3892, 12.1101, 56.584, -23.2666, 39.9958, 25.7366, 55.5524, 3.07131, -0.842461, -1.65309, 0.997613, 3.15838, 0.823563, 22.1686, -110.73, -28.119, 4.17052, 9.10345, 3.67953
268.67, 387, 268.67, 45.7079, 27.3892, 12.1349, 56.5772, -23.2799, 40.0039, 25.7621, 55.559, 3.07095, -0.838846, -1.65923, 0.997613, 3.15838, 0.823563, 22.1674, -110.715, -28.1363, 4.17061, 9.10347, 3.67953
268.68, 387, 268.68, 45.7079, 27.3892, 12.172, 56.5671, -23.3001, 40.0159, 25.8003, 55.569, 3.07041, -0.83342, -1.66843, 0.997613, 3.15838, 0.823563, 22.1657, -110.693, -28.1578, 4.17068, 9.10348, 3.67953
268.69, 387, 268.69, 45.7079, 27.3892, 12.1968, 56.5604, -23.3135, 40.024, 25.8257, 55.5756, 3.07005, -0.8298, -1.67458, 0.997613, 3.15838, 0.823563, 22.1646, -110.678, -28.1719, 4.17073, 9.10349, 3.67953
268.7, 387, 268.7, 45.7079, 27.3892, 12.2339, 56.5504, -23.3339, 40.0361, 25.8639, 55.5856, 3.0695, -0.824367, -1.68379, 0.997613, 3.15838, 0.823563, 22.1629, -110.655, -28.1963, 4.17084, 9.10351, 3.67953
268.71, 387, 268.71, 45.7079, 27.3892, 12.2587, 56.5438, -23.3475, 40.0441, 25.8894, 55.5922, 3.06914, -0.820742, -1.68994, 0.997613, 3.15838, 0.823563, 22.1618, -110.641, -28.2088, 4.17087, 9.10352, 3.67953
268.72, 387, 268.72, 45.7079, 27.3892, 12.2958, 56.5339, -23.368, 40.0562, 25.9276, 55.6022, 3.06859, -0.815301, -1.69916, 0.997613, 3.15838, 0.823563, 22.16, -110.618, -28.2341, 4.171, 9.10354, 3.67953
268.73, 387, 268.73, 45.7079, 27.3892, 12.3206, 56.5273, -23.3817, 40.0642, 25.9531, 55.6088, 3.06822, -0.811671, -1.70531, 0.997613, 3.15838, 0.823563, 22.1589, -110.603, -28.2477, 4.17104, 9.10355, 3.67953
268.74, 387, 268.74, 45.7079, 27.3892, 12.3577, 56.5175, -23.4024, 40.0763, 25.9913, 55.6188, 3.06767, -0.806222, -1.71454, 0.997613, 3.15838, 0.823563, 22.1571, -110.581, -28.2711, 4.17114, 9.10356, 3.67953
268.75, 387, 268.75, 45.7079, 27.3892, 12.3824, 56.511, -23.4162, 40.0843, 26.0167, 55.6254, 3.0673, -0.802587, -1.7207, 0.997613, 3.15838, 0.823563, 22.156, -110.566, -28.2862, 4.1712, 9.10358, 3.67953
268.76, 387, 268.76, 45.7079, 27.3892, 12.4195, 56.5014, -23.4371, 40.0964, 26.0549, 55.6354, 3.06675, -0.79713, -1.72994, 0.997613, 3.15838, 0.823563, 22.1542, -110.544, -28.3067, 4.17126, 9.10359, 3.67953
268.77, 387, 268.77, 45.7079, 27.3892, 12.4442, 56.495, -23.4511, 40.1044, 26.0804, 55.642, 3.06637, -0.79349, -1.7361, 0.997613, 3.15838, 0.823563, 22.1531, -110.528, -28.3241, 4.17135, 9.1036, 3.67953
268.78, 387, 268.78, 45.7079, 27.3892, 12.4813, 56.4854, -23.4722, 40.1165, 26.1186, 55.652, 3.06581, -0.788024, -1.74535, 0.997613, 3.15838, 0.823563, 22.1513, -110.507, -28.3437, 4.1714, 9.10361, 3.67953
268.79, 387, 268.79, 45.7079, 27.3892, 12.506, 56.4791, -23.4863, 40.1245, 26.1441, 55.6586, 3.06544, -0.784378, -1.75152, 0.997613, 3.15838, 0.823563, 22.1501, -110.491, -28.3611, 4.17149, 9.10363, 3.67953
268.8, 387, 268.8, 45.7079, 27.3892, 12.5431, 56.4696, -23.5075, 40.1366, 26.1823, 55.6686, 3.06488, -0.778904, -1.76077, 0.997613, 3.15838, 0.823563, 22.1484, -110.469, -28.3827, 4.17157, 9.10365, 3.67953
268.81, 387, 268.81, 45.7079, 27.3892, 12.5678, 56.4633, -23.5217, 40.1447, 26.2078, 55.6752, 3.0645, -0.775251, -1.76695, 0.997613, 3.15838, 0.823563, 22.1472, -110.454, -28.3969, 4.17161, 9.10365, 3.67953
268.82, 387, 268.82, 45.7079, 27.3892, 12.6049, 56.454, -23.5432, 40.1567, 26.246, 55.6852, 3.06393, -0.769768, -1.77621, 0.997613, 3.15838, 0.823563, 22.1454, -110.431, -28.4214, 4.17173, 9.10368, 3.67953
268.83, 387, 268.83, 45.7079, 27.3892, 12.6296, 56.4478, -23.5575, 40.1648, 26.2714, 55.6918, 3.06355, -0.76611, -1.78239, 0.997613, 3.15838, 0.823563, 22.1442, -110.417, -28.4339, 4.17175, 9.10368, 3.67953
268.84, 387, 268.84, 45.7079, 27.3892, 12.6666, 56.4386, -23.5791, 40.1768, 26.3096, 55.7018, 3.06298, -0.760618, -1.79167, 0.997613, 3.15838, 0.823563, 22.1424, -110.393, -28.4594, 4.17188, 9.1037, 3.67953
268.85, 387, 268.85, 45.7079, 27.3892, 12.6913, 56.4325, -23.5936, 40.1849, 26.3351, 55.7084, 3.06259, -0.756953, -1.79786, 0.997613, 3.15838, 0.823563, 22.1412, -110.379, -28.473, 4.17192, 9.10371, 3.67953
268.86, 387, 268.86, 45.7079, 27.3892, 12.7284, 56.4233, -23.6154, 40.197, 26.3733, 55.7184, 3.06202, -0.751451, -1.80714, 0.997613, 3.15838, 0.823563, 22.1394, -110.356, -28.4966, 4.17202, 9.10373, 3.67953
268.87, 387, 268.87, 45.7079, 27.3892, 12.7531, 56.4173, -23.63, 40.205, 26.3988, 55.725, 3.06163, -0.74778, -1.81334, 0.997613, 3.15838, 0.823563, 22.1382, -110.341, -28.5117, 4.17208, 9.10374, 3.67953
268.88, 387, 268.88, 45.7079, 27.3892, 12.7901, 56.4083, -23.652, 40.2171, 26.437, 55.735, 3.06105, -0.742268, -1.82263, 0.997613, 3.15838, 0.823563, 22.1363, -110.319, -28.5324, 4.17215, 9.10375, 3.67953
268.89, 387, 268.89, 45.7079, 27.3892, 12.8148, 56.4023, -23.6668, 40.2251, 26.4625, 55.7416, 3.06066, -0.73859, -1.82884, 0.997613, 3.15838, 0.823563, 22.1351, -110.303, -28.5499, 4.17223, 9.10377, 3.67953
268.9, 387, 268.9, 45.7079, 27.3892, 12.8518, 56.3934, -23.6889, 40.2372, 26.5007, 55.7516, 3.06008, -0.733068, -1.83814, 0.997613, 3.15838, 0.823563, 22.1333, -110.281, -28.5697, 4.17229, 9.10378, 3.67953
268.91, 387, 268.91, 45.7079, 27.3892, 12.8765, 56.3875, -23.7038, 40.2452, 26.5261, 55.7582, 3.05968, -0.729383, -1.84435, 0.997613, 3.15838, 0.823563, 22.1321, -110.265, -28.5871, 4.17238, 9.1038, 3.67953
268.92, 387, 268.92, 45.7079, 27.3892, 12.9135, 56.3788, -23.7262, 40.2573, 26.5643, 55.7682, 3.05909, -0.723851, -1.85367, 0.997613, 3.15838, 0.823563, 22.1302, -110.243, -28.6089, 4.17245, 9.10381, 3.67953
268.93, 387, 268.93, 45.7079, 27.3892, 12.9381, 56.3729, -23.7411, 40.2653, 26.5898, 55.7749, 3.0587, -0.720159, -1.85989, 0.997613, 3.15838, 0.823563, 22.129, -110.228, -28.6231, 4.1725, 9.10382, 3.67953
268.94, 387, 268.94, 45.7079, 27.3892, 12.9751, 56.3643, -23.7637, 40.2774, 26.628, 55.7848, 3.05811, -0.714616, -1.86922, 0.997613, 3.15838, 0.823563, 22.1271, -110.205, -28.6478, 4.17261, 9.10384, 3.67953
268.95, 387, 268.95, 45.7079, 27.3892, 12.9998, 56.3585, -23.7788, 40.2854, 26.6535, 55.7915, 3.05771, -0.710917, -1.87545, 0.997613, 3.15838, 0.823563, 22.1258, -110.19, -28.6604, 4.17264, 9.10385, 3.67953
268.96, 387, 268.96, 45.7079, 27.3892, 13.0368, 56.35, -23.8016, 40.2975, 26.6917, 55.8014, 3.05711, -0.705363, -1.88479, 0.997613, 3.15838, 0.823563, 22.124, -110.166, -28.686, 4.17277, 9.10387, 3.67953
268.97, 387, 268.97, 45.7079, 27.3892, 13.0614, 56.3443, -23.8168, 40.3056, 26.7171, 55.8081, 3.05671, -0.701657, -1.89103, 0.997613, 3.15838, 0.823563, 22.1227, -110.152, -28.6998, 4.17281, 9.10388, 3.67953
268.98, 387, 268.98, 45.7079, 27.3892, 13.0984, 56.3358, -23.8397, 40.3176, 26.7553, 55.818, 3.05611, -0.696091, -1.90039, 0.997613, 3.15838, 0.823563, 22.1208, -110.129, -28.7235, 4.17291, 9.1039, 3.67953
268.99, 387, 268.99, 45.7079, 27.3892, 13.123, 56.3302, -23.8551, 40.3257, 26.7808, 55.8247, 3.0557, -0.692377, -1.90663, 0.997613, 3.15838, 0.823563, 22.1195, -110.113, -28.7387, 4.17297, 9.10391, 3.67953
269, 387, 269, 45.7079, 27.3892, 13.16, 56.3219, -23.8782, 40.3377, 26.819, 55.8346, 3.05509, -0.6868, -1.916, 0.997613, 3.15838, 0.823563, 22.1176, -110.091, -28.7596, 4.17304, 9.10392, 3.67953
269.01, 387, 269.01, 45.7079, 27.3892, 13.1846, 56.3164, -23.8937, 40.3458, 26.8445, 55.8413, 3.05469, -0.683078, -1.92226, 0.997613, 3.15838, 0.823563, 22.1164, -110.075, -28.7772, 4.17313, 9.10394, 3.67953
269.02, 387, 269.02, 45.7079, 27.3892, 13.2216, 56.3082, -23.917, 40.3578, 26.8827, 55.8512, 3.05408, -0.677489, -1.93164, 0.997613, 3.15838, 0.823563, 22.1144, -110.053, -28.7971, 4.17318, 9.10395, 3.67953
269.03, 387, 269.03, 45.7079, 27.3892, 13.2462, 56.3027, -23.9326, 40.3659, 26.9082, 55.8579, 3.05367, -0.673759, -1.9379, 0.997613, 3.15838, 0.823563, 22.1131, -110.037, -28.8147, 4.17327, 9.10396, 3.67953
269.04, 387, 269.04, 45.7079, 27.3892, 13.2831, 56.2946, -23.9561, 40.378, 26.9464, 55.8678, 3.05305, -0.668157, -1.94731, 0.997613, 3.15838, 0.823563, 22.1112, -110.014, -28.8366, 4.17334, 9.10398, 3.67953
269.05, 387, 269.05, 45.7079, 27.3892, 13.3078, 56.2892, -23.9718, 40.386, 26.9718, 55.8745, 3.05264, -0.664426, -1.95358, 0.997613, 3.15838, 0.823563, 22.1099, -109.999, -28.8509, 4.17339, 9.10399, 3.67953
269.06, 387, 269.06, 45.7079, 27.3892, 13.3447, 56.2812, -23.9955, 40.3981, 27.01, 55.8844, 3.05202, -0.658819, -1.96299, 0.997613, 3.15838, 0.823563, 22.1079, -109.976, -28.8758, 4.17351, 9.10401, 3.67953
269.07, 387, 269.07, 45.7079, 27.3892, 13.3693, 56.2759, -24.0114, 40.4061, 27.0355, 55.8911, 3.0516, -0.655065, -1.96928, 0.997613, 3.15838, 0.823563, 22.1066, -109.961, -28.8885, 4.17353, 9.10401, 3.67953
269.08, 387, 269.08, 45.7079, 27.3892, 13.4062, 56.268, -24.0353, 40.4182, 27.0737, 55.901, 3.05097, -0.649433, -1.97871, 0.997613, 3.15838, 0.823563, 22.1047, -109.937, -28.9144, 4.17366, 9.10404, 3.67953
269.09, 387, 269.09, 45.7079, 27.3892, 13.4308, 56.2628, -24.0513, 40.4262, 27.0992, 55.9077, 3.05056, -0.645676, -1.985, 0.997613, 3.15838, 0.823563, 22.1034, -109.922, -28.9282, 4.1737, 9.10404, 3.67953
269.1, 387, 269.1, 45.7079, 27.3892, 13.4677, 56.2551, -24.0753, 40.4383, 27.1374, 55.9176, 3.04992, -0.640035, -1.99445, 0.997613, 3.15838, 0.823563, 22.1014, -109.899, -28.9521, 4.1738, 9.10406, 3.67953
269.11, 387, 269.11, 45.7079, 27.3892, 13.4923, 56.2499, -24.0915, 40.4463, 27.1629, 55.9243, 3.0495, -0.636271, -2.00075, 0.997613, 3.15838, 0.823563, 22.1, -109.883, -28.9675, 4.17386, 9.10408, 3.67953
269.12, 387, 269.12, 45.7079, 27.3892, 13.5292, 56.2423, -24.1157, 40.4584, 27.2011, 55.9342, 3.04887, -0.630617, -2.01022, 0.997613, 3.15838, 0.823563, 22.098, -109.861, -28.9885, 4.17393, 9.10409, 3.67953
269.13, 387, 269.13, 45.7079, 27.3892, 13.5538, 56.2372, -24.132, 40.4664, 27.2265, 55.9409, 3.04844, -0.626843, -2.01653, 0.997613, 3.15838, 0.823563, 22.0967, -109.844, -29.0062, 4.17402, 9.1041, 3.67953
